loan_status,loan_amount,loan_term,interest_rate,grade,purpose,employment_length,annual_income
fully paid,15000.0,36.0,12.42,b,debt_consolidation,10.0,80000.0
fully paid,9000.0,36.0,6.62,a,debt_consolidation,3.0,45000.0
fully paid,10000.0,36.0,7.9,a,credit_card,2.0,72500.0
fully paid,14000.0,36.0,7.9,a,debt_consolidation,2.0,30000.0
default,8500.0,36.0,14.27,c,debt_consolidation,9.0,50000.0
fully paid,15000.0,60.0,19.03,e,debt_consolidation,9.0,75000.0
fully paid,4500.0,36.0,15.96,c,other,5.0,65000.0
fully paid,3000.0,36.0,7.51,a,major_purchase,10.0,65000.0
fully paid,10000.0,36.0,9.91,b,home_improvement,4.0,120000.0
fully paid,21250.0,60.0,16.77,d,debt_consolidation,5.0,42500.0
default,33425.0,60.0,13.49,c,debt_consolidation,2.0,75000.0
default,33541.207,60.0,19.42,e,debt_consolidation,8.0,195000.0
fully paid,7200.0,36.0,15.27,c,debt_consolidation,4.0,54990.0
default,18000.0,60.0,11.71,b,debt_consolidation,1.0,40000.0
fully paid,23000.0,36.0,7.9,a,debt_consolidation,2.0,137000.0
default,20000.0,60.0,16.77,d,debt_consolidation,10.0,60000.0
default,6000.0,60.0,17.58,d,debt_consolidation,3.0,30120.0
fully paid,21000.0,36.0,12.69,b,debt_consolidation,8.0,135000.0
fully paid,13000.0,36.0,9.91,b,credit_card,10.0,65000.0
fully paid,18000.0,36.0,6.62,a,debt_consolidation,2.0,78000.0
fully paid,7200.0,36.0,6.03,a,other,5.0,60000.0
fully paid,16500.0,36.0,8.9,a,credit_card,10.0,48000.0
fully paid,8125.0,36.0,7.9,a,debt_consolidation,1.0,25000.0
fully paid,18800.0,36.0,7.51,a,debt_consolidation,3.0,82000.0
fully paid,26800.0,36.0,19.03,e,credit_card,10.0,82000.0
fully paid,19200.0,36.0,7.9,a,debt_consolidation,5.0,42000.0
fully paid,12875.0,60.0,17.58,d,debt_consolidation,3.0,27600.0
fully paid,4000.0,36.0,12.42,b,credit_card,5.0,38000.0
fully paid,4000.0,36.0,16.29,d,debt_consolidation,4.0,35000.0
fully paid,12000.0,36.0,9.91,b,credit_card,10.0,33000.0
fully paid,2625.0,36.0,11.71,b,medical,10.0,52800.0
default,18000.0,60.0,13.49,c,debt_consolidation,10.0,40900.0
fully paid,7000.0,36.0,9.91,b,debt_consolidation,10.0,73882.0
fully paid,11300.0,36.0,12.69,b,credit_card,7.0,36000.0
fully paid,4000.0,36.0,9.91,b,debt_consolidation,10.0,130000.0
fully paid,8000.0,36.0,6.03,a,debt_consolidation,10.0,57200.0
default,14400.0,36.0,18.25,d,debt_consolidation,5.0,51871.0
fully paid,4375.0,36.0,12.42,b,debt_consolidation,2.0,15000.0
fully paid,4100.0,36.0,7.51,a,credit_card,9.0,70197.0
fully paid,6000.0,36.0,8.9,a,other,7.0,47000.0
default,4200.0,60.0,17.27,d,debt_consolidation,9.0,43000.0
fully paid,4000.0,36.0,6.62,a,home_improvement,6.0,120000.0
default,3000.0,36.0,10.65,b,other,10.0,86004.0
fully paid,5400.0,36.0,12.69,b,car,10.0,75000.0
default,15000.0,36.0,16.29,d,small_business,1.0,110000.0
fully paid,20000.0,60.0,18.64,e,debt_consolidation,3.0,80000.0
fully paid,10400.0,36.0,12.69,b,credit_card,4.0,44000.0
fully paid,4500.0,60.0,17.58,d,debt_consolidation,7.0,51600.0
fully paid,11500.0,36.0,12.42,b,credit_card,1.0,38500.0
fully paid,10000.0,36.0,6.62,a,home_improvement,4.0,75000.0
fully paid,18225.0,60.0,13.49,c,debt_consolidation,10.0,37320.0
fully paid,18500.0,60.0,11.71,b,major_purchase,2.0,100000.0
fully paid,16800.0,60.0,18.25,d,credit_card,10.0,70000.0
default,10000.0,36.0,17.27,d,debt_consolidation,8.0,68000.0
fully paid,15000.0,36.0,18.25,d,debt_consolidation,10.0,66000.0
fully paid,8000.0,36.0,11.71,b,major_purchase,8.0,85000.0
fully paid,25000.0,60.0,16.77,d,debt_consolidation,1.0,83004.0
default,16000.0,36.0,7.9,a,debt_consolidation,1.0,51000.0
fully paid,8000.0,36.0,10.65,b,debt_consolidation,2.0,55000.0
fully paid,7200.0,36.0,7.51,a,debt_consolidation,10.0,47000.0
fully paid,12000.0,36.0,7.51,a,debt_consolidation,4.0,86000.0
default,2200.0,36.0,15.27,c,debt_consolidation,10.0,48000.0
fully paid,28000.0,60.0,12.42,b,debt_consolidation,4.0,85000.0
fully paid,6000.0,36.0,7.51,a,debt_consolidation,2.0,50000.0
default,25000.0,60.0,19.42,e,credit_card,10.0,105000.0
default,8000.0,60.0,8.9,a,debt_consolidation,1.0,51204.0
fully paid,14400.0,36.0,15.27,c,debt_consolidation,2.0,42996.0
default,25000.0,60.0,14.27,c,debt_consolidation,10.0,85000.0
fully paid,14050.0,36.0,8.9,a,major_purchase,3.0,120000.0
fully paid,6000.0,36.0,13.49,c,major_purchase,10.0,62691.0
default,16100.0,60.0,11.71,b,debt_consolidation,1.0,36000.0
default,33541.207,60.0,20.3,e,debt_consolidation,3.0,85000.0
fully paid,10525.0,36.0,7.9,a,debt_consolidation,4.0,49668.0
fully paid,7200.0,36.0,15.96,c,debt_consolidation,2.0,30000.0
fully paid,18500.0,60.0,10.65,b,debt_consolidation,10.0,40000.0
fully paid,12000.0,36.0,13.49,c,debt_consolidation,10.0,40000.0
fully paid,12000.0,36.0,11.71,b,credit_card,5.0,100000.0
fully paid,3000.0,36.0,11.71,b,other,2.0,56312.0
fully paid,9500.0,36.0,16.29,d,debt_consolidation,10.0,54011.0
fully paid,19775.0,36.0,12.42,b,debt_consolidation,2.0,49110.32
default,12000.0,60.0,14.65,c,credit_card,1.0,75000.0
fully paid,28000.0,60.0,14.27,c,debt_consolidation,7.0,95000.0
fully paid,30000.0,36.0,12.42,b,debt_consolidation,2.0,80000.0
fully paid,16000.0,36.0,10.65,b,debt_consolidation,9.0,55000.0
fully paid,14500.0,36.0,14.65,c,credit_card,8.0,90000.0
fully paid,11700.0,60.0,14.65,c,credit_card,3.0,68500.0
fully paid,4150.0,36.0,10.65,b,debt_consolidation,4.0,100000.0
default,15000.0,60.0,11.71,b,debt_consolidation,10.0,72000.0
fully paid,24000.0,36.0,16.77,d,credit_card,6.0,70000.0
default,21250.0,36.0,12.42,b,other,5.0,37000.0
fully paid,10000.0,36.0,14.27,c,debt_consolidation,10.0,75000.0
fully paid,25000.0,60.0,18.25,d,debt_consolidation,1.0,75000.0
fully paid,4000.0,36.0,15.96,c,debt_consolidation,6.0,39000.0
fully paid,15000.0,36.0,11.71,b,debt_consolidation,1.0,60000.0
fully paid,20000.0,60.0,13.49,c,credit_card,3.0,68000.0
fully paid,15000.0,60.0,17.58,d,home_improvement,3.0,110000.0
fully paid,3600.0,36.0,15.96,c,moving,3.0,40000.0
fully paid,6000.0,60.0,19.03,e,debt_consolidation,5.0,31000.0
default,15000.0,36.0,15.27,c,debt_consolidation,10.0,60000.0
fully paid,12000.0,60.0,18.25,d,credit_card,3.0,43000.0
fully paid,12375.0,36.0,7.51,a,debt_consolidation,6.0,42000.0
default,4000.0,36.0,12.69,b,home_improvement,6.0,30000.0
fully paid,13000.0,36.0,10.65,b,debt_consolidation,10.0,50000.0
fully paid,5000.0,36.0,6.62,a,home_improvement,1.0,39396.0
fully paid,5000.0,36.0,15.96,c,credit_card,7.0,98000.0
fully paid,26000.0,36.0,11.71,b,credit_card,10.0,62500.0
fully paid,15000.0,60.0,18.64,e,credit_card,8.0,95000.0
default,4000.0,60.0,19.91,e,house,10.0,45000.0
fully paid,8000.0,36.0,7.9,a,debt_consolidation,10.0,32400.0
fully paid,16000.0,36.0,9.91,b,debt_consolidation,10.0,50000.0
fully paid,20000.0,60.0,9.91,b,debt_consolidation,10.0,114996.0
default,12000.0,36.0,14.65,c,debt_consolidation,6.0,54400.0
fully paid,7000.0,36.0,11.71,b,credit_card,7.0,72800.0
default,8000.0,60.0,20.3,e,debt_consolidation,1.0,42500.0
default,13000.0,60.0,23.202467,g,debt_consolidation,10.0,61000.0
default,13000.0,36.0,16.29,d,debt_consolidation,10.0,28000.0
fully paid,20000.0,60.0,21.28,f,debt_consolidation,2.0,120000.0
fully paid,18000.0,36.0,13.49,c,debt_consolidation,8.0,96000.0
fully paid,10000.0,36.0,16.29,d,credit_card,3.0,83200.0
fully paid,22250.0,60.0,15.27,c,debt_consolidation,8.0,45000.0
default,24000.0,60.0,17.58,d,debt_consolidation,5.0,68809.0
default,11200.0,36.0,12.42,b,car,3.0,75000.0
fully paid,7000.0,36.0,10.65,b,other,3.0,52000.0
fully paid,8000.0,36.0,6.03,a,house,6.0,57600.0
fully paid,22500.0,60.0,16.77,d,credit_card,4.0,48500.0
fully paid,12000.0,36.0,17.27,d,debt_consolidation,2.0,95000.0
fully paid,22000.0,36.0,14.65,c,debt_consolidation,1.0,58000.0
fully paid,15900.0,36.0,9.91,b,debt_consolidation,9.0,58000.0
fully paid,16000.0,36.0,6.62,a,other,3.0,104000.0
fully paid,5000.0,36.0,11.71,b,car,4.0,35000.0
fully paid,3150.0,36.0,15.27,c,vacation,5.0,53000.0
default,12000.0,36.0,14.27,c,credit_card,2.0,28000.0
default,28000.0,36.0,7.9,a,home_improvement,4.0,118000.0
fully paid,5000.0,36.0,12.42,b,wedding,1.0,40000.0
default,3000.0,36.0,7.9,a,other,10.0,65000.0
fully paid,8400.0,36.0,6.62,a,debt_consolidation,2.0,25000.0
fully paid,7000.0,36.0,10.65,b,debt_consolidation,10.0,36000.0
default,18550.0,60.0,19.42,e,debt_consolidation,2.0,45000.0
fully paid,2000.0,36.0,9.91,b,other,1.0,231252.0
default,12000.0,60.0,14.65,c,debt_consolidation,3.0,65000.0
default,28000.0,60.0,12.42,b,debt_consolidation,8.0,84996.0
fully paid,10000.0,36.0,7.9,a,debt_consolidation,6.0,66000.0
fully paid,25000.0,36.0,19.42,e,credit_card,2.0,92000.0
fully paid,8000.0,36.0,11.71,b,credit_card,10.0,70000.0
default,16000.0,60.0,18.25,d,credit_card,10.0,49000.0
fully paid,25000.0,36.0,11.71,b,debt_consolidation,8.0,76896.0
fully paid,2000.0,36.0,9.91,b,other,10.0,24000.0
fully paid,16800.0,36.0,14.65,c,credit_card,2.0,60000.0
fully paid,12000.0,60.0,12.69,b,debt_consolidation,9.0,57000.0
default,11000.0,36.0,7.9,a,credit_card,4.0,80000.0
default,5000.0,36.0,16.29,d,medical,6.0,85000.0
fully paid,18000.0,36.0,16.29,d,debt_consolidation,10.0,140000.0
default,10000.0,36.0,12.69,b,debt_consolidation,6.0,36000.0
fully paid,5000.0,36.0,9.91,b,credit_card,1.0,70000.0
fully paid,10000.0,36.0,16.29,d,credit_card,4.0,51360.0
fully paid,25000.0,36.0,9.91,b,vacation,4.0,163000.0
fully paid,2400.0,36.0,12.69,b,medical,4.0,59393.0
default,3000.0,36.0,16.29,d,other,4.0,65000.0
default,7700.0,36.0,16.77,d,other,3.0,29772.96
fully paid,2400.0,36.0,13.49,c,other,1.0,12996.0
fully paid,5000.0,36.0,10.65,b,credit_card,1.0,44475.0
fully paid,14000.0,36.0,17.58,d,debt_consolidation,10.0,88000.0
default,24500.0,60.0,20.89,f,credit_card,4.0,85000.0
fully paid,2400.0,36.0,10.65,b,major_purchase,3.0,36000.0
fully paid,1800.0,36.0,12.42,b,other,7.0,117000.0
default,22200.0,36.0,19.42,e,debt_consolidation,2.0,160000.0
fully paid,21400.0,60.0,19.42,e,credit_card,3.0,80000.0
default,13000.0,36.0,7.9,a,credit_card,10.0,28000.0
fully paid,8000.0,36.0,12.69,b,car,5.0,48000.0
default,3600.0,36.0,12.69,b,medical,10.0,60000.0
default,12375.0,60.0,23.13,g,other,5.0,40000.0
fully paid,9400.0,36.0,9.91,b,debt_consolidation,2.0,45500.0
fully paid,17000.0,36.0,10.65,b,debt_consolidation,1.0,40000.0
default,25000.0,60.0,19.03,e,debt_consolidation,10.0,96000.0
fully paid,30000.0,60.0,19.03,e,credit_card,10.0,80000.0
fully paid,10800.0,36.0,14.27,c,credit_card,6.0,110000.0
fully paid,6000.0,36.0,7.9,a,credit_card,10.0,59400.0
fully paid,33541.207,36.0,8.9,a,credit_card,10.0,106000.0
fully paid,10000.0,36.0,10.65,b,debt_consolidation,7.0,36000.0
fully paid,15000.0,60.0,19.91,e,credit_card,4.0,51000.0
fully paid,5000.0,36.0,12.69,b,other,2.0,25000.0
default,3000.0,60.0,17.27,d,debt_consolidation,5.0,35000.0
default,7100.0,36.0,14.65,c,debt_consolidation,1.0,33000.0
fully paid,12000.0,36.0,16.77,d,credit_card,10.0,93000.0
default,22400.0,60.0,22.74,g,credit_card,6.0,85000.0
fully paid,5825.0,36.0,10.65,b,debt_consolidation,8.0,50000.0
default,22250.0,36.0,12.69,b,debt_consolidation,2.0,41000.0
default,18000.0,60.0,16.77,d,debt_consolidation,2.0,50000.0
fully paid,6000.0,36.0,12.42,b,credit_card,4.0,30000.0
default,7650.0,36.0,11.71,b,debt_consolidation,5.0,57000.0
default,21000.0,60.0,18.25,d,credit_card,2.0,110000.0
default,20675.0,60.0,15.27,c,other,7.0,50132.0
fully paid,13200.0,36.0,7.9,a,debt_consolidation,6.0,62500.0
fully paid,12000.0,36.0,7.51,a,debt_consolidation,1.0,60000.0
fully paid,20000.0,60.0,19.03,e,debt_consolidation,6.0,130000.0
fully paid,15000.0,36.0,6.03,a,house,7.0,60000.0
fully paid,27050.0,60.0,18.64,e,debt_consolidation,5.0,65000.0
fully paid,22500.0,60.0,17.27,d,debt_consolidation,3.0,67735.0
default,20500.0,60.0,12.69,b,debt_consolidation,1.0,47800.0
fully paid,12800.0,36.0,12.42,b,credit_card,1.0,99600.0
fully paid,27575.0,36.0,10.65,b,other,1.0,54000.0
fully paid,7000.0,36.0,12.69,b,debt_consolidation,8.0,49000.0
default,7600.0,60.0,16.77,d,other,1.0,33996.0
default,29000.0,60.0,12.42,b,debt_consolidation,10.0,65000.0
fully paid,10000.0,36.0,14.27,c,moving,4.0,44160.0
fully paid,14125.0,36.0,7.9,a,debt_consolidation,5.0,32000.0
fully paid,12000.0,36.0,6.62,a,debt_consolidation,1.0,94500.0
fully paid,9575.0,36.0,6.62,a,credit_card,3.0,19498.0
fully paid,12000.0,60.0,20.3,e,debt_consolidation,1.0,30000.0
default,12000.0,36.0,15.96,c,debt_consolidation,9.0,88000.0
fully paid,10000.0,36.0,12.69,b,credit_card,4.0,45000.0
fully paid,10000.0,36.0,15.96,c,debt_consolidation,1.0,37500.0
default,25000.0,60.0,14.27,c,debt_consolidation,5.0,89000.0
fully paid,24000.0,36.0,9.91,b,debt_consolidation,4.0,120000.0
fully paid,14575.0,36.0,10.65,b,credit_card,7.0,35000.0
fully paid,9000.0,36.0,7.51,a,debt_consolidation,1.0,50000.0
default,10000.0,36.0,13.49,c,debt_consolidation,10.0,30000.0
fully paid,7125.0,36.0,17.58,d,credit_card,7.0,25279.67
fully paid,15000.0,60.0,10.65,b,debt_consolidation,10.0,29000.0
fully paid,13000.0,36.0,13.49,c,debt_consolidation,6.0,65000.0
default,12000.0,60.0,12.69,b,debt_consolidation,7.0,30000.0
fully paid,18000.0,60.0,20.3,e,credit_card,2.0,68000.0
fully paid,30000.0,60.0,14.27,c,small_business,10.0,90000.0
default,7600.0,60.0,16.77,d,small_business,5.0,50000.0
fully paid,7000.0,36.0,12.42,b,credit_card,10.0,85000.0
fully paid,7000.0,36.0,8.9,a,debt_consolidation,5.0,45000.0
fully paid,3600.0,36.0,17.27,d,other,7.0,44004.0
fully paid,3500.0,36.0,12.69,b,major_purchase,10.0,84996.0
fully paid,5000.0,36.0,8.9,a,medical,6.0,33000.0
fully paid,10000.0,36.0,11.71,b,debt_consolidation,5.0,60000.0
fully paid,4500.0,36.0,13.49,c,credit_card,1.0,19200.0
fully paid,12000.0,36.0,11.71,b,debt_consolidation,10.0,62000.0
fully paid,12000.0,60.0,19.03,e,debt_consolidation,1.0,38500.0
fully paid,6000.0,36.0,10.65,b,credit_card,1.0,30000.0
fully paid,20000.0,36.0,7.9,a,wedding,10.0,50000.0
fully paid,10800.0,60.0,16.77,d,debt_consolidation,2.0,23000.0
fully paid,25000.0,60.0,19.03,e,debt_consolidation,10.0,50400.0
fully paid,20000.0,60.0,14.27,c,debt_consolidation,5.0,110000.0
fully paid,3600.0,36.0,13.49,c,vacation,1.0,40000.0
fully paid,6000.0,36.0,8.9,a,debt_consolidation,10.0,83954.0
fully paid,10375.0,36.0,14.27,c,credit_card,5.0,35000.0
fully paid,25000.0,36.0,8.9,a,debt_consolidation,4.0,60000.0
fully paid,10000.0,36.0,16.29,d,debt_consolidation,4.0,40000.0
default,10000.0,60.0,12.42,b,small_business,2.0,42336.0
fully paid,6000.0,36.0,12.42,b,car,4.0,92000.0
fully paid,8000.0,36.0,7.9,a,debt_consolidation,2.0,75000.0
default,33541.207,60.0,12.42,b,debt_consolidation,10.0,90000.0
fully paid,10000.0,36.0,11.71,b,debt_consolidation,4.0,45000.0
fully paid,11000.0,36.0,7.51,a,debt_consolidation,8.0,48000.0
fully paid,5000.0,36.0,9.91,b,debt_consolidation,6.0,110000.0
fully paid,6500.0,36.0,10.65,b,debt_consolidation,1.0,30600.0
fully paid,20000.0,60.0,20.3,e,credit_card,4.0,69000.0
fully paid,12000.0,36.0,12.69,b,debt_consolidation,4.0,45000.0
default,8250.0,60.0,19.91,e,wedding,3.0,27500.0
fully paid,21000.0,36.0,7.9,a,debt_consolidation,10.0,150500.0
fully paid,8400.0,36.0,16.77,d,credit_card,2.0,32000.0
fully paid,7000.0,36.0,12.69,b,debt_consolidation,5.0,37500.0
default,12000.0,36.0,12.42,b,car,1.0,60000.0
default,7200.0,36.0,11.71,b,credit_card,2.0,33000.0
fully paid,12000.0,36.0,10.65,b,debt_consolidation,10.0,70000.0
fully paid,12800.0,60.0,14.27,c,credit_card,9.0,75000.0
fully paid,3050.0,36.0,9.91,b,car,1.0,16800.0
fully paid,9000.0,36.0,14.65,c,debt_consolidation,1.0,38000.0
default,10000.0,36.0,11.71,b,debt_consolidation,5.0,35000.0
fully paid,10000.0,36.0,9.91,b,debt_consolidation,1.0,95000.0
default,10000.0,36.0,14.27,c,credit_card,10.0,77400.0
fully paid,8500.0,36.0,16.29,d,debt_consolidation,1.0,61000.0
default,33541.207,60.0,11.71,b,debt_consolidation,8.0,70000.0
fully paid,7200.0,60.0,13.49,c,debt_consolidation,10.0,67000.0
fully paid,21000.0,60.0,14.27,c,credit_card,1.0,90000.0
fully paid,27000.0,36.0,9.91,b,debt_consolidation,5.0,140000.0
fully paid,28625.0,60.0,20.3,e,debt_consolidation,6.0,55000.0
fully paid,4000.0,36.0,14.27,c,debt_consolidation,9.0,32400.0
fully paid,7300.0,36.0,11.71,b,other,4.0,50000.0
fully paid,18000.0,36.0,8.9,a,credit_card,9.0,70000.0
default,33541.207,60.0,19.03,e,small_business,10.0,140000.0
fully paid,10000.0,36.0,14.27,c,home_improvement,10.0,115000.0
fully paid,3000.0,36.0,7.9,a,debt_consolidation,4.0,45000.0
default,25000.0,60.0,19.03,e,debt_consolidation,7.0,95000.0
fully paid,28000.0,36.0,15.96,c,credit_card,5.0,235000.0
fully paid,10000.0,36.0,14.65,c,credit_card,5.0,36000.0
fully paid,12000.0,36.0,7.9,a,credit_card,5.0,26000.0
fully paid,10000.0,36.0,17.27,d,small_business,3.0,80000.0
fully paid,11000.0,36.0,8.9,a,debt_consolidation,1.0,50000.0
fully paid,10000.0,36.0,15.27,c,small_business,10.0,55000.0
fully paid,5000.0,36.0,6.62,a,debt_consolidation,5.0,55000.0
fully paid,5000.0,36.0,6.03,a,other,3.0,64424.0
fully paid,5000.0,36.0,8.9,a,debt_consolidation,10.0,56000.0
default,6000.0,36.0,14.27,c,credit_card,7.0,30000.0
fully paid,5000.0,36.0,14.27,c,vacation,4.0,111740.0
fully paid,20050.0,36.0,17.58,d,credit_card,7.0,67500.0
default,7000.0,36.0,16.77,d,wedding,1.0,41000.0
fully paid,25000.0,36.0,10.65,b,debt_consolidation,10.0,120000.0
default,3000.0,36.0,12.69,b,debt_consolidation,10.0,30000.0
fully paid,8400.0,36.0,17.27,d,credit_card,10.0,41500.0
fully paid,24925.0,60.0,23.202467,g,credit_card,4.0,60000.0
fully paid,5000.0,36.0,9.91,b,debt_consolidation,10.0,75000.0
fully paid,12000.0,60.0,14.27,c,credit_card,2.0,80000.0
fully paid,12000.0,36.0,12.42,b,credit_card,10.0,42000.0
default,13200.0,36.0,11.71,b,debt_consolidation,2.0,41600.0
fully paid,6000.0,36.0,6.03,a,major_purchase,1.0,48000.0
fully paid,10000.0,36.0,6.62,a,credit_card,8.0,50000.0
fully paid,17500.0,60.0,12.42,b,credit_card,4.0,70000.0
fully paid,6500.0,36.0,10.65,b,debt_consolidation,2.0,53000.0
fully paid,10000.0,36.0,7.51,a,small_business,2.0,65000.0
fully paid,12000.0,36.0,9.91,b,debt_consolidation,2.0,85000.0
fully paid,10000.0,36.0,14.27,c,debt_consolidation,10.0,55000.0
fully paid,12375.0,36.0,14.27,c,credit_card,10.0,36000.0
fully paid,10000.0,36.0,10.65,b,debt_consolidation,1.0,26000.0
default,20000.0,60.0,18.25,d,small_business,7.0,70000.0
fully paid,4400.0,36.0,19.03,e,small_business,7.0,80000.0
fully paid,25000.0,36.0,13.49,c,debt_consolidation,4.0,80000.0
fully paid,33541.207,60.0,20.3,e,wedding,2.0,100000.0
fully paid,13600.0,60.0,12.69,b,debt_consolidation,1.0,62000.0
fully paid,20000.0,60.0,12.69,b,credit_card,7.0,50000.0
default,18000.0,36.0,13.49,c,debt_consolidation,1.0,66000.0
fully paid,13000.0,60.0,16.77,d,debt_consolidation,10.0,80000.0
fully paid,33541.207,36.0,16.77,d,debt_consolidation,7.0,100000.0
fully paid,33541.207,36.0,14.27,c,credit_card,1.0,123000.0
default,12000.0,60.0,11.71,b,debt_consolidation,10.0,70000.0
fully paid,7200.0,36.0,13.49,c,debt_consolidation,9.0,60000.0
fully paid,25000.0,60.0,15.96,c,small_business,10.0,150000.0
fully paid,4000.0,36.0,12.69,b,other,3.0,80000.0
fully paid,7000.0,36.0,7.51,a,credit_card,10.0,31000.0
fully paid,15000.0,36.0,13.49,c,other,4.0,90000.0
default,12800.0,60.0,11.71,b,debt_consolidation,1.0,61600.0
default,33541.207,60.0,20.89,f,debt_consolidation,10.0,71316.0
default,15000.0,60.0,16.77,d,credit_card,8.0,42000.0
fully paid,7200.0,36.0,7.9,a,debt_consolidation,5.0,34000.0
fully paid,13000.0,36.0,17.27,d,debt_consolidation,10.0,36000.0
fully paid,28000.0,36.0,7.9,a,credit_card,4.0,65000.0
fully paid,12000.0,36.0,9.91,b,debt_consolidation,8.0,35000.0
default,16000.0,60.0,17.58,d,debt_consolidation,1.0,50000.0
fully paid,14000.0,36.0,8.9,a,other,5.0,62004.0
fully paid,11500.0,36.0,11.71,b,debt_consolidation,10.0,74000.0
fully paid,14400.0,36.0,12.42,b,credit_card,5.0,48000.0
fully paid,16000.0,36.0,9.91,b,debt_consolidation,7.0,65000.0
fully paid,5375.0,36.0,9.91,b,debt_consolidation,2.0,15360.0
fully paid,12000.0,36.0,13.49,c,credit_card,10.0,61000.0
default,12000.0,36.0,7.51,a,debt_consolidation,1.0,83000.0
fully paid,17000.0,36.0,6.03,a,small_business,2.0,120000.0
fully paid,30000.0,60.0,19.03,e,credit_card,1.0,106000.0
default,13000.0,36.0,20.3,e,debt_consolidation,5.0,42000.0
default,7125.0,36.0,7.51,a,debt_consolidation,1.0,30000.0
default,14000.0,60.0,18.25,d,wedding,10.0,32000.0
fully paid,8000.0,36.0,14.65,c,debt_consolidation,1.0,72100.0
fully paid,12500.0,36.0,11.71,b,debt_consolidation,3.0,58000.0
fully paid,10000.0,36.0,14.27,c,car,4.0,40000.0
default,12000.0,60.0,13.49,c,other,1.0,75000.0
fully paid,14000.0,36.0,10.65,b,credit_card,3.0,48880.0
fully paid,7500.0,36.0,6.03,a,debt_consolidation,5.0,48000.0
fully paid,19200.0,36.0,9.91,b,debt_consolidation,9.0,40000.0
fully paid,9000.0,36.0,11.71,b,debt_consolidation,7.0,110000.0
fully paid,16000.0,60.0,17.27,d,credit_card,4.0,60000.0
fully paid,20000.0,36.0,8.9,a,credit_card,3.0,65000.0
fully paid,9000.0,36.0,13.49,c,debt_consolidation,7.0,50000.0
default,9600.0,36.0,7.51,a,debt_consolidation,10.0,55000.0
default,12000.0,60.0,12.69,b,debt_consolidation,10.0,63000.0
default,18000.0,60.0,11.71,b,home_improvement,10.0,133224.0
fully paid,1000.0,36.0,13.49,c,small_business,8.0,35100.0
default,15000.0,36.0,15.27,c,credit_card,6.0,38000.0
fully paid,12000.0,36.0,16.77,d,debt_consolidation,6.0,38000.0
default,12000.0,60.0,14.27,c,medical,3.0,41000.0
fully paid,14000.0,36.0,8.9,a,credit_card,7.0,108000.0
fully paid,15600.0,60.0,15.96,c,debt_consolidation,1.0,43000.0
fully paid,10000.0,36.0,10.65,b,debt_consolidation,4.0,45000.0
fully paid,7200.0,36.0,12.69,b,other,1.0,23000.0
default,22250.0,60.0,15.27,c,debt_consolidation,2.0,47532.0
default,13250.0,60.0,17.27,d,debt_consolidation,1.0,26000.0
fully paid,26400.0,60.0,14.27,c,house,1.0,150000.0
fully paid,11000.0,36.0,9.91,b,debt_consolidation,4.0,32000.0
